Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating
30/5/2026,4:04:27,CNR6174666,Success,CUST94661,Prime SUV,KR Puram,Anekal,6.4,10.9,No,,No,,No,,958.53,31.8,3.6,4.4
10/5/2026,13:02:44,CNR8240874,Success,CUST53954,Auto,KR Puram,Airport Road,4.3,10.9,No,,No,,No,,339.02,21.3,4.3,4.2
16/5/2026,17:42:08,CNR8977339,Success,CUST51466,Prime SUV,Hebbal,Kalyan Nagar,7.1,26.7,No,,No,,No,,272.97,3.3,3.7,4.3
31/5/2026,8:37:38,CNR1350948,Success,CUST34528,eBike,Kadugodi,Varthur,2.2,44.6,No,,No,,No,,379.3,6.5,3.6,4.7
5/5/2026,19:40:07,CNR8079257,Success,CUST21120,Auto,Indiranagar,CV Raman Nagar,10.4,35.6,No,,No,,No,,441.97,13.1,4.3,3.8
10/5/2026,16:44:37,CNR2900808,Incomplete,CUST34356,Prime Plus,Varthur,Sarjapur Road,,,No,,No,,Yes,Vehicle Breakdown,,,,
14/5/2026,8:17:38,CNR9242621,Success,CUST55515,Auto,Malleshwaram,Begur,5.5,12.8,No,,No,,No,,374.15,6.4,4.4,4.3
3/5/2026,8:36:45,CNR1071114,Success,CUST86563,Prime Plus,Brookefield,Bannerghatta Road,3.1,52.2,No,,No,,No,,192.74,18.4,3.6,4.3
9/5/2026,16:15:42,CNR1522961,Incomplete,CUST70472,Auto,Kengeri,Cunningham Road,,,No,,No,,Yes,Vehicle Breakdown,,,,
17/5/2026,14:30:45,CNR9404152,Cancelled by Driver,CUST92270,Mini,Basavanagudi,Malleshwaram,,,No,,Yes,Personal & Car related issues,No,,,,,
8/5/2026,15:34:41,CNR1431838,Success,CUST43558,eBike,Basavanagudi,Koramangala,8.2,33.3,No,,No,,No,,191.41,11,3.8,3.7
22/5/2026,13:23:03,CNR8749121,Success,CUST17227,Auto,Nagawara,Yeshwanthpur,3.7,34,No,,No,,No,,139.1,34.3,4.6,4.3
10/5/2026,17:25:35,CNR8007966,Cancelled by Customer,CUST83696,Prime Plus,Sarjapur Road,Rajajinagar,,,Yes,AC is not working,No,,No,,,,,
3/5/2026,13:43:27,CNR6040516,Incomplete,CUST34366,Prime Sedan,KR Puram,Hennur,,,No,,No,,Yes,Vehicle Breakdown,,,,
24/5/2026,20:41:28,CNR9509764,Cancelled by Driver,CUST74064,Bike,RT Nagar,Anekal,,,No,,Yes,The customer was coughing/sick,No,,,,,
17/5/2026,12:51:16,CNR8473086,Success,CUST50360,Prime Plus,HSR Layout,Varthur,11.2,44.6,No,,No,,No,,720.55,1.6,4.8,4.7
25/5/2026,15:29:25,CNR3310594,Success,CUST31731,Prime SUV,Devanahalli,Kalyan Nagar,5,57.2,No,,No,,No,,972.54,12.8,5,3.6
10/5/2026,14:34:18,CNR6399714,Success,CUST86171,eBike,CV Raman Nagar,Kalyan Nagar,8.4,22.3,No,,No,,No,,538.6,24.6,4.1,4.4
1/5/2026,13:41:32,CNR7313548,Cancelled by Driver,CUST22664,eBike,Rajajinagar,Begur,,,No,,Yes,Customer related issue,No,,,,,
2/5/2026,10:19:52,CNR4264303,Success,CUST74583,Prime Plus,Anekal,Richmond Town,6.6,19,No,,No,,No,,772.45,33.9,4.5,4.1
24/5/2026,18:03:05,CNR9539516,Success,CUST79461,Auto,Whitefield,Richmond Town,10.2,37.5,No,,No,,No,,1132.81,8.7,4.9,4.5
13/5/2026,22:59:55,CNR9829611,Cancelled by Driver,CUST27972,Prime Sedan,Jayanagar,Cunningham Road,,,No,,Yes,The customer was coughing/sick,No,,,,,
31/5/2026,14:23:38,CNR3386546,Success,CUST45112,eBike,Hoodi,CV Raman Nagar,8.6,41.3,No,,No,,No,,488.91,11.5,4.5,4.2
26/5/2026,12:43:25,CNR1426372,Success,CUST29676,Bike,Cunningham Road,Richmond Town,5.1,18.7,No,,No,,No,,962.71,11.5,4.3,3.5
1/5/2026,8:18:13,CNR8419855,Success,CUST88626,Mini,Kengeri,Anekal,9.7,13.2,No,,No,,No,,353.58,23.7,4.8,4.3
27/5/2026,5:34:32,CNR9690539,Cancelled by Customer,CUST22397,eBike,Marathahalli,Rajajinagar,,,Yes,Change of plans,No,,No,,,,,
7/5/2026,12:04:47,CNR3274344,Cancelled by Driver,CUST46920,eBike,Frazer Town,Ulsoor,,,No,,Yes,Customer related issue,No,,,,,
16/5/2026,21:06:22,CNR3365002,Success,CUST63531,Mini,Majestic,Sarjapur Road,10.9,43.4,No,,No,,No,,352.58,3.3,3.8,3.7
16/5/2026,9:36:13,CNR4832492,Success,CUST18671,Auto,Banashankari,Brookefield,9.8,12.7,No,,No,,No,,394,14.9,4,4
2/5/2026,18:51:18,CNR4621320,Success,CUST18467,Bike,HSR Layout,MG Road,5.7,48.9,No,,No,,No,,271.53,24.5,4.5,4.9
3/5/2026,12:14:07,CNR3927855,Success,CUST86246,Prime SUV,Sarjapur Road,KR Puram,4,39.4,No,,No,,No,,486.2,14.2,4.3,4.8
13/5/2026,12:21:30,CNR8748365,Success,CUST98760,Bike,Koramangala,Cunningham Road,7.2,12.8,No,,No,,No,,769.2,14.9,4.5,4.2
20/5/2026,14:20:56,CNR4682648,Cancelled by Driver,CUST71656,Prime Sedan,Bommanahalli,CV Raman Nagar,,,No,,Yes,The customer was coughing/sick,No,,,,,
9/5/2026,5:54:12,CNR2029065,Incomplete,CUST93569,Bike,Sahakar Nagar,Domlur,,,No,,No,,Yes,Other Issue,,,,
17/5/2026,10:31:46,CNR8645736,Cancelled by Driver,CUST96979,Prime Plus,Rajajinagar,Shivajinagar,,,No,,Yes,More than permitted people in there,No,,,,,
11/5/2026,16:23:48,CNR8563600,Cancelled by Driver,CUST32112,Mini,Kadugodi,Kengeri,,,No,,Yes,The customer was coughing/sick,No,,,,,
20/5/2026,5:41:38,CNR9565265,Cancelled by Customer,CUST25368,Prime Sedan,Indiranagar,KR Puram,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
13/5/2026,20:07:56,CNR9311634,Cancelled by Driver,CUST30885,Prime Plus,Majestic,Marathahalli,,,No,,Yes,The customer was coughing/sick,No,,,,,
27/5/2026,20:52:41,CNR1050473,Success,CUST21503,Prime SUV,Majestic,Bannerghatta Road,3.3,43.5,No,,No,,No,,301.16,20.3,4.2,4.4
31/5/2026,17:31:28,CNR6281050,Success,CUST70811,Bike,Sahakar Nagar,Malleshwaram,4.8,51.1,No,,No,,No,,424.63,3,4.2,3.9
29/5/2026,12:38:54,CNR7232066,Pending,CUST69716,Auto,Koramangala,Frazer Town,,,No,,No,,No,,,,,
5/5/2026,15:36:49,CNR4969280,Cancelled by Driver,CUST28312,Prime Plus,Vijayanagar,Bannerghatta Road,,,No,,Yes,The customer was coughing/sick,No,,,,,
15/5/2026,13:20:17,CNR2981802,Pending,CUST19943,Mini,Cunningham Road,KR Puram,,,No,,No,,No,,,,,
15/5/2026,10:03:35,CNR1865888,Success,CUST76566,Prime Plus,Kalyan Nagar,Malleshwaram,11.6,28,No,,No,,No,,427.56,4.7,4.4,4.5
26/5/2026,13:31:55,CNR8332316,Success,CUST82814,Mini,Vijayanagar,Begur,5.8,42.6,No,,No,,No,,1162.7,18.7,4.3,3.8
10/5/2026,20:03:19,CNR4996290,Success,CUST37065,Auto,BTM Layout,Devanahalli,11.9,10.2,No,,No,,No,,1284.52,28.6,5,3.6
17/5/2026,18:23:33,CNR1138917,Success,CUST15797,Prime Plus,Banashankari,JP Nagar,6.3,12.3,No,,No,,No,,161.6,27.3,4,4.6
19/5/2026,12:38:08,CNR2369786,Success,CUST96385,Mini,Vijayanagar,Cunningham Road,4.5,37.2,No,,No,,No,,242.28,20.3,3.6,4.8
3/5/2026,18:31:14,CNR6692778,Success,CUST68689,Prime SUV,Shivajinagar,Nagawara,10.7,17.8,No,,No,,No,,516.28,3.3,4.6,4
17/5/2026,15:54:16,CNR2357938,Success,CUST74156,Prime Plus,Chickpet,MG Road,10.9,20.7,No,,No,,No,,758.23,8.6,3.9,4.4
9/5/2026,14:22:39,CNR7516275,Success,CUST99341,eBike,Shivajinagar,Jayanagar,2.2,58.5,No,,No,,No,,653.79,21.8,4.8,4.5
7/5/2026,18:33:07,CNR2200057,Success,CUST95298,Prime Sedan,Chickpet,Domlur,2.3,54.2,No,,No,,No,,452.3,3.9,4.1,4.1
9/5/2026,15:59:02,CNR2806774,Cancelled by Driver,CUST13956,Mini,Electronic City,Malleshwaram,,,No,,Yes,Personal & Car related issues,No,,,,,
3/5/2026,6:19:20,CNR9557309,Success,CUST86309,Mini,JP Nagar,Majestic,7,24.3,No,,No,,No,,425.89,13.6,4.2,4.3
3/5/2026,20:27:10,CNR6939888,Success,CUST15827,Prime Sedan,Kadugodi,Richmond Town,2.3,39.7,No,,No,,No,,286.01,8.2,4.2,4.4
20/5/2026,12:31:23,CNR1623374,Success,CUST58432,Prime Sedan,Lalbagh,Kalyan Nagar,10.9,47.1,No,,No,,No,,160.31,24.6,4.1,4.3
30/5/2026,10:00:22,CNR4761012,Incomplete,CUST45400,eBike,Banashankari,Ulsoor,,,No,,No,,Yes,Vehicle Breakdown,,,,
22/5/2026,9:22:00,CNR2304053,Cancelled by Driver,CUST11689,Mini,Brookefield,JP Nagar,,,No,,Yes,Customer related issue,No,,,,,
10/5/2026,11:39:09,CNR2298063,Cancelled by Driver,CUST17885,Prime Sedan,Jayanagar,Bommanahalli,,,No,,Yes,Personal & Car related issues,No,,,,,
10/5/2026,16:20:01,CNR6061841,Success,CUST51843,eBike,Chickpet,MG Road,2.5,48.9,No,,No,,No,,365.25,33.8,4.2,4
17/5/2026,23:06:37,CNR2153503,Success,CUST47684,Prime Plus,Basavanagudi,Lalbagh,7.3,36.7,No,,No,,No,,312.65,22,4.4,3.9
27/5/2026,23:14:55,CNR5249752,Success,CUST24461,Prime SUV,BTM Layout,Electronic City,3.4,18.2,No,,No,,No,,695.63,10.8,4.2,4
7/5/2026,18:36:08,CNR5583084,Pending,CUST94873,Prime Sedan,Kengeri,Majestic,,,No,,No,,No,,,,,
16/5/2026,20:21:39,CNR3854759,Cancelled by Driver,CUST49504,Bike,Shivajinagar,Chickpet,,,No,,Yes,Personal & Car related issues,No,,,,,
16/5/2026,10:03:14,CNR6712124,Success,CUST71693,Prime Sedan,Ulsoor,Hebbal,12,24.9,No,,No,,No,,978.33,26.5,4.9,4.3
30/5/2026,9:34:26,CNR6463156,Pending,CUST17030,Mini,Anekal,Shivajinagar,,,No,,No,,No,,,,,
17/5/2026,23:18:24,CNR8078383,Success,CUST39827,Prime SUV,Jayanagar,Devanahalli,5.3,50.2,No,,No,,No,,544.76,25.3,4.7,4.4
24/5/2026,22:03:53,CNR7042976,Success,CUST65539,eBike,Chickpet,Whitefield,7.6,16.2,No,,No,,No,,357.7,2.3,4.8,4.9
3/5/2026,7:41:21,CNR8665428,Success,CUST55777,Prime Sedan,Bommanahalli,Hoodi,11.8,43.5,No,,No,,No,,417.67,23.9,5,3.6
10/5/2026,8:13:23,CNR6310863,Cancelled by Driver,CUST21702,eBike,Sahakar Nagar,Nagawara,,,No,,Yes,The customer was coughing/sick,No,,,,,
19/5/2026,16:23:34,CNR9862846,Success,CUST60100,Mini,Bellandur,Nagawara,10.8,34.1,No,,No,,No,,846.83,17.9,3.6,4.8
22/5/2026,8:37:48,CNR6354295,Success,CUST25352,Prime Plus,Electronic City,Lalbagh,9.6,28.9,No,,No,,No,,742.03,8.4,4.4,4
28/5/2026,14:42:30,CNR4176261,Success,CUST86510,Auto,Electronic City,Lalbagh,9.1,22.9,No,,No,,No,,142.95,9.8,4.1,3.6
18/5/2026,9:27:48,CNR8844934,Success,CUST72241,Prime SUV,Kengeri,Kadugodi,3.6,17.4,No,,No,,No,,256.37,19.4,4.5,4
10/5/2026,17:12:34,CNR7510766,Success,CUST78001,eBike,Begur,Devanahalli,3.1,47.4,No,,No,,No,,674.02,5.9,4.6,3.5
17/5/2026,7:35:05,CNR6418753,Cancelled by Driver,CUST83479,Prime Sedan,Koramangala,Majestic,,,No,,Yes,More than permitted people in there,No,,,,,
23/5/2026,19:36:46,CNR5365419,Success,CUST52537,Prime Sedan,Indiranagar,Kalyan Nagar,8.5,38.9,No,,No,,No,,572.61,15.2,3.6,3.8
24/5/2026,8:40:16,CNR6843427,Success,CUST61644,Bike,Vijayanagar,Bellandur,7,13.3,No,,No,,No,,150.75,31.9,4.7,4.2
30/5/2026,20:27:52,CNR2959775,Cancelled by Driver,CUST67083,Bike,Frazer Town,JP Nagar,,,No,,Yes,Personal & Car related issues,No,,,,,
6/5/2026,21:13:30,CNR2373177,Pending,CUST47992,Bike,Varthur,RT Nagar,,,No,,No,,No,,,,,
21/5/2026,18:29:51,CNR3983568,Cancelled by Driver,CUST71922,Bike,CV Raman Nagar,Marathahalli,,,No,,Yes,The customer was coughing/sick,No,,,,,
6/5/2026,20:21:34,CNR6240223,Success,CUST93966,Mini,Brookefield,Yelahanka,3.9,40.7,No,,No,,No,,225.33,20.2,3.7,4.1
10/5/2026,10:33:30,CNR3732589,Incomplete,CUST60393,Mini,RT Nagar,Vijayanagar,,,No,,No,,Yes,Vehicle Breakdown,,,,
4/5/2026,13:46:20,CNR3609408,Success,CUST30011,Auto,Bommanahalli,Banashankari,10.2,58.7,No,,No,,No,,630.22,18.2,4.7,4.3
24/5/2026,19:18:27,CNR7894877,Success,CUST43266,Prime Sedan,Cunningham Road,Basavanagudi,10.1,35.5,No,,No,,No,,284.88,16.6,4.6,4.8
29/5/2026,13:01:48,CNR9144844,Success,CUST63286,Prime Plus,BTM Layout,Jayanagar,11.7,48,No,,No,,No,,320.42,14.5,4.5,4.7
2/5/2026,19:43:42,CNR6565171,Pending,CUST19905,Prime Plus,MG Road,Airport Road,,,No,,No,,No,,,,,
25/5/2026,5:17:42,CNR3544020,Success,CUST69093,Mini,Begur,Devanahalli,11.3,45.2,No,,No,,No,,775.29,24.1,4,4.5
8/5/2026,12:56:33,CNR2686237,Success,CUST43933,Prime SUV,Whitefield,Brookefield,10,43.8,No,,No,,No,,937.24,22.6,4.4,4
16/5/2026,13:46:58,CNR8286504,Cancelled by Driver,CUST96689,Auto,Hoodi,Brookefield,,,No,,Yes,Personal & Car related issues,No,,,,,
24/5/2026,21:07:34,CNR4891704,Success,CUST38627,Prime SUV,Indiranagar,Cunningham Road,4,50,No,,No,,No,,263.31,34.2,3.8,4.3
16/5/2026,12:29:19,CNR8042780,Success,CUST78955,Auto,Kengeri,Nagawara,9.5,45.7,No,,No,,No,,809.13,17.6,4.2,3.8
8/5/2026,15:59:21,CNR5692480,Success,CUST22406,Prime Sedan,Sahakar Nagar,Vijayanagar,5.5,25.4,No,,No,,No,,192.35,18.9,4.3,4.1
29/5/2026,17:52:33,CNR7849717,Incomplete,CUST94012,eBike,MG Road,Banashankari,,,No,,No,,Yes,Vehicle Breakdown,,,,
18/5/2026,11:11:37,CNR1852203,Success,CUST47342,Prime Plus,Yeshwanthpur,Majestic,2.6,49.8,No,,No,,No,,443.92,10.7,3.6,3.7
30/5/2026,15:25:32,CNR3429865,Pending,CUST95045,eBike,Cunningham Road,Ulsoor,,,No,,No,,No,,,,,
26/5/2026,22:11:25,CNR8018146,Incomplete,CUST14113,Auto,Varthur,Sarjapur Road,,,No,,No,,Yes,Vehicle Breakdown,,,,
28/5/2026,5:31:50,CNR2594451,Success,CUST53080,Prime Sedan,Begur,Banashankari,3.8,27.1,No,,No,,No,,907.59,7.5,4.8,4.8
11/5/2026,20:48:30,CNR3447167,Pending,CUST25363,Auto,CV Raman Nagar,Bannerghatta Road,,,No,,No,,No,,,,,
31/5/2026,4:05:51,CNR7747460,Cancelled by Customer,CUST38231,Mini,Basavanagudi,Yeshwanthpur,,,Yes,AC is not working,No,,No,,,,,
27/5/2026,15:53:39,CNR3357155,Pending,CUST30372,Prime Plus,MG Road,Domlur,,,No,,No,,No,,,,,
10/5/2026,18:31:54,CNR1474051,Success,CUST48341,Bike,Cunningham Road,RT Nagar,8.1,29.2,No,,No,,No,,404.64,26.1,4.2,4
29/5/2026,15:02:17,CNR4128624,Success,CUST60652,Bike,HSR Layout,Vijayanagar,11.7,45.1,No,,No,,No,,422.69,32.1,4.8,4.8
24/5/2026,7:38:29,CNR5005491,Success,CUST60209,Prime Plus,CV Raman Nagar,Kengeri,2.6,44.8,No,,No,,No,,1049.03,13.1,4.6,4.4
23/5/2026,17:01:14,CNR2718603,Success,CUST60263,Mini,Kalyan Nagar,Majestic,5.3,59.5,No,,No,,No,,525.7,14.3,4.1,3.7
1/5/2026,17:57:58,CNR4807728,Cancelled by Customer,CUST74983,Auto,Anekal,Vijayanagar,,,Yes,Driver asked to cancel,No,,No,,,,,
2/5/2026,20:37:20,CNR5180716,Incomplete,CUST13525,Prime SUV,Koramangala,Madiwala,,,No,,No,,Yes,Vehicle Breakdown,,,,
23/5/2026,13:32:32,CNR1385105,Success,CUST46442,Prime Sedan,Varthur,Anekal,5.7,38,No,,No,,No,,509.95,18.6,4.3,4.7
9/5/2026,9:07:08,CNR4368555,Success,CUST60409,Auto,Ulsoor,JP Nagar,5.8,56.8,No,,No,,No,,2411.11,31.2,4.5,3.7
2/5/2026,19:45:07,CNR3975414,Cancelled by Driver,CUST71070,Prime Sedan,Rajajinagar,Sahakar Nagar,,,No,,Yes,Personal & Car related issues,No,,,,,
9/5/2026,16:15:52,CNR8713101,Success,CUST51461,Mini,Bommanahalli,Bannerghatta Road,9.9,18,No,,No,,No,,230.4,33.6,4.3,4.3
26/5/2026,20:09:02,CNR7502085,Success,CUST89801,Mini,Electronic City,Hebbal,7.2,57.3,No,,No,,No,,240,32.9,4.8,3.7
16/5/2026,12:39:42,CNR8491426,Success,CUST81646,Mini,Airport Road,Bommanahalli,6.5,30.5,No,,No,,No,,472.31,26.9,4.3,4.8
19/5/2026,20:46:15,CNR5555338,Success,CUST97003,Prime Sedan,Yeshwanthpur,Begur,4.1,28.9,No,,No,,No,,94.7,15,4,3.8
24/5/2026,11:23:37,CNR1606880,Cancelled by Driver,CUST27033,Prime Sedan,Marathahalli,Brookefield,,,No,,Yes,The customer was coughing/sick,No,,,,,
10/5/2026,9:42:49,CNR6940281,Success,CUST81526,eBike,Sahakar Nagar,Frazer Town,10.3,37.1,No,,No,,No,,271.86,10.7,4,4
1/5/2026,12:40:41,CNR9510023,Incomplete,CUST82804,Mini,Jayanagar,Hoodi,,,No,,No,,Yes,Other Issue,,,,
10/5/2026,19:55:36,CNR3260892,Cancelled by Customer,CUST25755,Bike,Yeshwanthpur,Bommanahalli,,,Yes,Change of plans,No,,No,,,,,
30/5/2026,12:09:39,CNR9082845,Pending,CUST87951,eBike,Varthur,Marathahalli,,,No,,No,,No,,,,,
16/5/2026,14:23:11,CNR7173822,Cancelled by Driver,CUST24994,Prime Sedan,Chickpet,Shivajinagar,,,No,,Yes,More than permitted people in there,No,,,,,
17/5/2026,12:44:32,CNR7045048,Pending,CUST86743,Bike,Frazer Town,Sarjapur Road,,,No,,No,,No,,,,,
24/5/2026,9:33:05,CNR1309679,Cancelled by Driver,CUST68393,Bike,Varthur,Banashankari,,,No,,Yes,Customer related issue,No,,,,,
3/5/2026,12:22:37,CNR4550903,Success,CUST15840,Mini,Begur,BTM Layout,6.4,30.1,No,,No,,No,,429.78,4.6,3.6,3.6
23/5/2026,7:33:12,CNR8128002,Cancelled by Driver,CUST84332,Mini,Vijayanagar,Bellandur,,,No,,Yes,More than permitted people in there,No,,,,,
10/5/2026,17:26:29,CNR3719207,Success,CUST43251,Prime Sedan,MG Road,Richmond Town,5,19.5,No,,No,,No,,1167.03,9.1,3.8,4.9
12/5/2026,7:50:18,CNR1792409,Success,CUST50982,Prime Sedan,KR Puram,Devanahalli,3.6,42.7,No,,No,,No,,834.93,23.1,4.8,4.8
9/5/2026,15:42:51,CNR9399745,Cancelled by Driver,CUST70825,Prime SUV,Indiranagar,Sarjapur Road,,,No,,Yes,The customer was coughing/sick,No,,,,,
4/5/2026,10:29:06,CNR8399688,Success,CUST71353,Prime Plus,Marathahalli,Malleshwaram,6.2,10.4,No,,No,,No,,146.2,23.3,4.7,4.7
10/5/2026,18:31:35,CNR6409635,Success,CUST72009,Mini,Indiranagar,Devanahalli,5.8,14.9,No,,No,,No,,369.34,8.4,4.3,4.5
3/5/2026,14:28:49,CNR3990155,Cancelled by Driver,CUST16064,Prime Sedan,Shivajinagar,Whitefield,,,No,,Yes,Personal & Car related issues,No,,,,,
26/5/2026,12:08:38,CNR4316576,Pending,CUST87217,Prime SUV,Madiwala,Bannerghatta Road,,,No,,No,,No,,,,,
10/5/2026,8:08:14,CNR6230509,Success,CUST82308,Prime SUV,CV Raman Nagar,MG Road,7.9,19.4,No,,No,,No,,246.19,7.6,4.2,4.2
21/5/2026,20:57:01,CNR9041559,Success,CUST56621,Prime SUV,Basavanagudi,Indiranagar,11.2,24.8,No,,No,,No,,491.62,2.1,4.8,3.9
10/5/2026,9:43:42,CNR1732148,Cancelled by Customer,CUST64192,Mini,Domlur,Chickpet,,,Yes,AC is not working,No,,No,,,,,
7/5/2026,13:18:20,CNR9039398,Success,CUST84365,Prime Sedan,Domlur,Begur,8.5,48.6,No,,No,,No,,771,31.3,4.3,3.6
23/5/2026,3:16:09,CNR1576084,Success,CUST82084,Prime SUV,Yeshwanthpur,Devanahalli,11.9,21.4,No,,No,,No,,672.39,16.2,4.5,4.9
19/5/2026,20:03:20,CNR1786922,Cancelled by Customer,CUST45071,Prime Plus,Kengeri,Electronic City,,,Yes,Driver is not moving towards pickup location,No,,No,,,,,
7/5/2026,13:58:10,CNR6369525,Success,CUST84133,Prime Sedan,Sahakar Nagar,Hoodi,5.7,45.6,No,,No,,No,,232.12,13.5,4.7,3.6
19/5/2026,18:08:16,CNR9612024,Success,CUST25891,eBike,Sarjapur Road,Airport Road,6.9,29.5,No,,No,,No,,386.4,10.3,4.3,3.6
1/5/2026,16:41:52,CNR9733788,Cancelled by Driver,CUST94584,Bike,Bannerghatta Road,Kalyan Nagar,,,No,,Yes,Customer related issue,No,,,,,
5/5/2026,20:10:06,CNR6241854,Success,CUST48776,Bike,Shivajinagar,Bannerghatta Road,6.1,46.2,No,,No,,No,,420.12,18.1,4,5
23/5/2026,16:34:08,CNR8356530,Success,CUST58653,Mini,Kalyan Nagar,Malleshwaram,2.7,50.3,No,,No,,No,,289.59,25.8,4.7,4.5
13/5/2026,19:20:14,CNR6596935,Success,CUST36442,Prime Plus,MG Road,Sahakar Nagar,10.7,56.7,No,,No,,No,,478.65,13.6,4.3,3.9
7/5/2026,18:39:29,CNR7050246,Cancelled by Driver,CUST61132,eBike,Yeshwanthpur,Bannerghatta Road,,,No,,Yes,The customer was coughing/sick,No,,,,,
16/5/2026,11:25:45,CNR6379812,Cancelled by Driver,CUST73513,Prime Sedan,Bellandur,Sarjapur Road,,,No,,Yes,Personal & Car related issues,No,,,,,
15/5/2026,10:05:08,CNR6092990,Success,CUST60425,Mini,Rajajinagar,Jayanagar,9.7,23,No,,No,,No,,698.51,17.2,4,3.8
20/5/2026,14:06:54,CNR3573308,Success,CUST20292,eBike,KR Puram,Whitefield,3.9,21.1,No,,No,,No,,166.66,9.9,4.1,3.5
3/5/2026,13:33:26,CNR8446320,Pending,CUST23410,Prime Sedan,KR Puram,Shivajinagar,,,No,,No,,No,,,,,
25/5/2026,19:05:11,CNR8162285,Success,CUST30412,Bike,KR Puram,Kalyan Nagar,4.9,14,No,,No,,No,,452.78,25.4,3.9,4.2
2/5/2026,8:54:12,CNR8542120,Success,CUST60549,eBike,Hoodi,Frazer Town,10.7,22,No,,No,,No,,565.02,14.4,3.9,4.6
15/5/2026,16:42:58,CNR6224758,Success,CUST89318,Prime Sedan,HSR Layout,Frazer Town,11.8,31.2,No,,No,,No,,713.45,10,4.5,4.9
23/5/2026,15:18:30,CNR6240654,Cancelled by Driver,CUST93767,Prime Plus,Sarjapur Road,Bellandur,,,No,,Yes,More than permitted people in there,No,,,,,
10/5/2026,11:46:06,CNR3193188,Success,CUST27922,Auto,Ulsoor,Wilson Garden,11,45.1,No,,No,,No,,564.82,19.7,4.7,4.1
29/5/2026,13:56:48,CNR5481682,Success,CUST94566,Prime SUV,Yelahanka,RT Nagar,3.1,17.4,No,,No,,No,,268.62,2.7,3.8,4
24/5/2026,19:25:53,CNR9855782,Success,CUST15792,Prime SUV,Sarjapur Road,Brookefield,5,17.8,No,,No,,No,,206.3,11.3,3.9,3.5
14/5/2026,15:27:25,CNR7617111,Success,CUST86761,Auto,Devanahalli,Lalbagh,3.6,57.8,No,,No,,No,,262.04,32,4.2,4.9
6/5/2026,9:41:10,CNR2692433,Success,CUST89980,eBike,Chickpet,Peenya,9.4,26.9,No,,No,,No,,497.54,16.8,3.9,3.5
2/5/2026,14:43:21,CNR6530207,Cancelled by Driver,CUST25922,Auto,Electronic City,Airport Road,,,No,,Yes,The customer was coughing/sick,No,,,,,
24/5/2026,18:45:42,CNR5068287,Pending,CUST22620,Prime Plus,JP Nagar,Basavanagudi,,,No,,No,,No,,,,,
6/5/2026,8:57:29,CNR6115148,Success,CUST79154,Prime SUV,Yelahanka,Devanahalli,9.1,21.1,No,,No,,No,,862.63,5.5,4.8,4.6
9/5/2026,18:18:46,CNR6483923,Success,CUST47041,Prime Plus,Devanahalli,Cunningham Road,7.3,25.4,No,,No,,No,,362.77,28.2,4.4,3.7
1/5/2026,17:50:19,CNR8021832,Pending,CUST34964,Prime Sedan,Richmond Town,Brookefield,,,No,,No,,No,,,,,
1/5/2026,12:14:05,CNR9268191,Success,CUST78283,Bike,Sarjapur Road,JP Nagar,3.5,16,No,,No,,No,,830.13,31.4,4,4.5
8/5/2026,9:24:08,CNR7773108,Success,CUST90646,Mini,Ulsoor,Richmond Town,3.2,59.6,No,,No,,No,,308.8,1.7,5,4.3
28/5/2026,16:57:15,CNR6037219,Incomplete,CUST38230,eBike,Koramangala,Electronic City,,,No,,No,,Yes,Other Issue,,,,
24/5/2026,16:54:58,CNR9417865,Success,CUST57766,Bike,Brookefield,CV Raman Nagar,6.7,23.9,No,,No,,No,,114.65,20.4,4,4.2
24/5/2026,16:57:05,CNR8485759,Success,CUST42442,Prime Sedan,Lalbagh,Devanahalli,7,56,No,,No,,No,,324.4,19.5,3.9,3.7
25/5/2026,19:14:40,CNR8877737,Pending,CUST19419,Mini,Electronic City,Kengeri,,,No,,No,,No,,,,,
6/5/2026,7:02:55,CNR3058817,Incomplete,CUST39709,Mini,Brookefield,Malleshwaram,,,No,,No,,Yes,Other Issue,,,,
31/5/2026,20:55:33,CNR9698151,Incomplete,CUST81987,Mini,Anekal,Basavanagudi,,,No,,No,,Yes,Customer Demand,,,,
8/5/2026,7:39:49,CNR7143862,Success,CUST38950,Mini,Hennur,Frazer Town,7.5,15.4,No,,No,,No,,173.92,22.8,4.1,4.9
4/5/2026,17:42:07,CNR5890509,Success,CUST15889,Prime Sedan,Basavanagudi,BTM Layout,11.6,14.7,No,,No,,No,,497.54,33.6,4.5,3.5
10/5/2026,19:24:45,CNR9493121,Success,CUST52092,Prime Plus,KR Puram,Wilson Garden,3.3,30.8,No,,No,,No,,883.47,14.2,4.5,4.4
17/5/2026,14:42:29,CNR4380131,Pending,CUST70906,eBike,Shivajinagar,Yeshwanthpur,,,No,,No,,No,,,,,
3/5/2026,19:32:31,CNR4658342,Success,CUST78583,Auto,CV Raman Nagar,Peenya,7.6,52.7,No,,No,,No,,962.53,14.1,4.2,4.4
